Metabolite,Vip_plsda,Vip_oplsda,P_value,fdr,FC,NOP_1_V,NOP_2_V,NOP_3_V,NOP_4_V,NOP_5_V,NOP_6_V,NOP_7_V,NOP_8_V,NOP_9_V,NOP_10_V,NOP_11_V,NOP_12_V,NOP_13_V,NOP_14_V,NOP_15_V,NOP_16_V,NOP_17_V,NOP_18_V,NOP_19_V,NOP_22_V,NOP_23_V,NOP_24_V,NOP_26_V,NOP_27_V,NOP_30_V,NOP_31_V,P_1_V,P_2_V,P_4_V,P_6_V,P_8_V,P_9_V,P_15_V,P_16_V,P_17_V,P_18_V,P_19_V,P_20_V,P_21_V,P_22_V,P_23_V,P_25_V,P_26_V,P_27_V,P_28_V,P_29_V,P_30_V,P_32_V,P_33_V,P_35_V,P_36_V,P_37_V,P_38_V,P_42_V,P_43_V,P_44_V,P_45_V,P_46_V
CL(8:0/22:0/22:0/24:0),0.902903781,1.045260708,0.03541,0.1653,0.979819068,4.430169663,4.234896246,4.465709673,4.257984373,4.439673927,4.351512767,4.385050893,4.234735121,4.42819724,4.402419945,4.294138191,4.38791077,4.392066686,4.396956789,4.337492471,4.327242196,4.374131177,4.233823181,4.193896899,4.271782222,4.311341806,4.378168051,4.229434503,4.140692462,4.108273541,4.089494109,4.260791101,4.149960601,4.356464447,4.292901022,4.382474427,4.451146863,4.402925123,4.385641567,4.372421647,4.062607061,4.199953745,3.360306737,4.246059238,4.360978768,4.118373861,4.227727319,4.241877822,4.301477558,4.203975522,4.234655876,4.248377454,4.252589505,4.308921146,4.208792195,4.273905449,4.119468942,4.143891712,4.176736491,4.174046067,4.261654122,4.299581245,4.073927579
"9-deoxy-9-methylene-16,16-dimethyl -PGE2",0.867975345,1.244024769,0.003216,0.04731,1.030100334,3.031432147,3.113890531,3.07845809,3.090315797,2.947872613,2.776407755,2.952066925,3.189266854,2.909107974,3.012518629,3.036711866,2.912977255,2.887566449,2.788583281,2.973195553,3.103820748,2.806942541,2.987951567,2.870647729,3.017965672,2.920891323,2.999953601,3.014972633,3.181830421,3.039135284,3.098121592,3.012623409,3.167208194,3.205090172,3.191210558,3.015692824,2.924222127,3.034024995,3.03299382,3.009486463,3.085736773,3.174929977,2.962886216,3.042015542,3.072392461,3.339488727,3.069563058,3.007261304,2.802293559,3.275024694,3.142151755,3.120445541,3.082923684,3.002716108,3.065657267,3.148639577,3.199236081,3.109432623,2.928946234,3.095594433,3.026807444,3.230596022,2.986486908
Epoxymurin B,0.820999358,1.299928703,0.02285,0.132,0.950315789,2.608705515,2.540921637,2.315187674,2.614145443,2.439531966,2.479299377,2.45116437,2.177334862,2.55484316,2.512456144,2.420602874,2.298672539,2.560360289,2.524923557,2.352123999,2.316486791,2.409248701,2.402510272,2.132288759,2.070983864,2.142279376,2.372710908,2.309817488,2.57981618,2.061817205,2.11170686,2.226288562,2.469717832,2.417501886,2.330895208,2.208893744,2.333839952,2.430012699,2.342852037,2.536171294,2.209679226,1.888116937,1.778932822,2.416676677,2.375445515,2.066937942,2.250228984,2.389839915,2.523500464,2.442998983,2.268406399,2.134334215,2.045811286,2.478333767,2.084590218,2.439023701,1.854498322,2.240763864,1.955630703,2.006669858,2.258274357,2.293408333,2.515800604
Alpha-Terpineol propanoate,0.620558533,0.923562359,0.006858,0.07029,1.036610169,1.393866234,1.49175709,1.603625684,1.425347726,1.472611553,1.509148864,1.388466845,1.602534828,1.453762811,1.538800859,1.315358328,1.434238621,1.487770865,1.522442577,1.452490726,1.440536352,1.500117568,1.459658915,1.448541843,1.428421952,1.470655431,1.553918703,1.495014557,1.392830714,1.499315883,1.572253594,1.608546097,1.5364764,1.584468333,1.441584493,1.433338288,1.541183454,1.466490595,1.425128765,1.40177867,1.520727152,1.664061979,1.687505852,1.51537451,1.54301624,1.496168384,1.533123655,1.469034647,1.607932348,1.502425244,1.523363538,1.493844698,1.574591312,1.500353978,1.567637454,1.387412064,1.641222668,1.596516902,1.558070659,1.459588074,1.645236356,1.530213366,1.463225227
Butyl salicylate,0.648121511,0.934675837,0.00317,0.04693,1.014652015,3.58107414,3.613392672,3.63150704,3.57269314,3.456697642,3.515812855,3.531966031,3.592525666,3.528387852,3.540073464,3.491168672,3.478199968,3.501674684,3.514699453,3.60234631,3.549931505,3.523689855,3.496317205,3.50615842,3.559758976,3.66468818,3.523401104,3.520209051,3.599841346,3.544017986,3.627531073,3.763351092,3.677663137,3.469519212,3.495782153,3.559941084,3.608428087,3.608694398,3.524709034,3.504368477,3.493235076,3.551709685,3.709112781,3.597885817,3.567668145,3.647186848,3.710726877,3.614455966,3.659256369,3.552688471,3.588207197,3.702822686,3.610281439,3.560397551,3.608602952,3.535171898,3.680170924,3.52319399,3.65846223,3.624649922,3.65536237,3.578717397,3.585897224
Mangalkanyl glucoside,0.94612054,1.087284628,0.01202,0.09547,1.048179872,1.880596419,1.956680444,1.972925865,1.658585398,1.82815717,2.026149373,1.908662374,1.922032894,2.123183168,1.673865302,1.651308276,1.654844975,2.023860515,1.806130562,1.736897932,1.846602327,1.9139621,1.735707284,1.879191098,1.84795915,1.961654291,1.68619077,1.907645229,1.922203552,2.040461085,2.003410182,2.208843412,2.007596133,2.097125062,1.960796305,1.955277847,1.954294109,1.811287703,1.931248656,1.912916159,1.756089637,1.949136452,2.197459129,2.103555575,2.074714049,1.978547647,1.97483801,2.060854348,1.972882225,1.872169774,2.043444442,2.123116026,1.663029633,1.927750861,2.060567371,1.915942083,1.667454981,1.964820594,1.963244127,1.864033413,1.883196715,1.837881061,1.952861477
Methyl dihydrojasmonate,0.895366144,1.257358225,0.0001487,0.006969,1.056651814,1.497609018,1.542420729,1.707425748,1.605772942,1.456958074,1.47519766,1.625207565,1.670064378,1.547144081,1.772398582,1.671583683,1.41245222,1.595361216,1.577948079,1.565895552,1.527760201,1.417682034,1.644025977,1.537586435,1.466352711,1.568803164,1.470410322,1.549398295,1.77630899,1.572228286,1.58076962,1.733133905,1.733378544,1.583154094,1.685331558,1.578010494,1.639014202,1.605352608,1.656902502,1.489358377,1.672938627,1.640162814,1.692198774,1.65672748,1.603956033,1.638433123,1.560686529,1.612669772,1.667267945,1.68217709,1.676887199,1.702455408,1.708051103,1.542775465,1.759891425,1.593621445,1.640789954,1.69528208,1.746874959,1.794898494,1.717841561,1.783950821,1.625972766
Lymecycline,1.408238779,1.302300135,0.03124,0.1549,1.100628931,2.439918567,1.223335535,2.721135702,2.236732456,2.139774717,1.652726076,2.263233071,1.587959896,2.328488364,2.553500598,1.965466806,1.733411288,2.866547974,2.630863253,1.643061688,2.024584597,2.041866594,2.818490051,2.301679512,2.547891193,2.39790858,1.793360519,1.948897525,2.763179922,2.599288942,2.656822802,2.461179009,2.36830767,2.29085415,2.412202322,2.677992318,3.056612229,2.704848285,2.478118997,2.867992067,2.083443643,2.831550774,2.765324523,2.08700714,2.339056493,2.594743412,1.958944039,1.56656663,2.253489699,2.6462882,2.521225361,2.468830828,3.148616784,2.608998738,2.504150986,2.552812164,1.926057219,2.01703746,2.449309479,2.59056493,2.28831771,2.309179738,2.566601557
"3,4,5-trihydroxy-6-[1-(4-methoxyphenyl)-3-phenylpropoxy]oxane-2-carboxylic acid",1.816201425,1.838106545,0.0009532,0.02329,1.173285199,0.559664244,0.737809201,1.261132459,1.156735384,1.273725182,1.386635808,0.826271509,0.824773738,1.230762045,1.118623264,1.487195817,0.985953865,1.32032608,1.422267197,0.656212406,1.127247382,1.272667971,1.202384814,1.031711798,0.890516556,0.910626446,1.356492697,1.024055259,1.230848135,1.218917927,1.288208703,1.405063985,1.480600238,1.071494345,1.293676518,1.384723566,1.294347934,1.275820049,1.5283146,1.672725854,1.383041434,1.222461061,1.12551944,1.239637709,1.4084654,1.39665351,1.225184588,1.05461286,1.129723453,1.272214894,1.552979613,1.233923141,1.54045147,1.302838707,1.311834229,1.266190803,1.149720773,1.150654405,1.567077319,1.404796835,0.927282816,1.281747608,1.034475668
3-Methyl-1-phenyl-1-butanone,1.007051983,1.209900638,0.000182,0.007768,1.033279221,2.499564244,2.565028576,2.509988697,2.594443716,2.358383148,2.382050686,2.359910227,2.446440165,2.403056634,2.44548089,2.405164009,2.353178528,2.436241144,2.499369444,2.465361483,2.403489388,2.502063581,2.475050231,2.47458689,2.428310434,2.680678084,2.487878908,2.383162242,2.431758643,2.513356774,2.571194356,2.704523153,2.621328072,2.428725686,2.456580732,2.549181506,2.515932748,2.536045336,2.543542387,2.448730718,2.441816453,2.546822764,2.65551504,2.545348717,2.497940912,2.580542354,2.75198374,2.542600549,2.561981819,2.528503446,2.561654146,2.588826185,2.522580262,2.455036391,2.548880221,2.495375615,2.53852823,2.468058395,2.609946991,2.619801906,2.626831528,2.502267523,2.474911333
Alpha-Farnesene,0.529399329,0.816080249,0.03345,0.1606,1.024232633,1.857120056,1.993162762,1.924758823,1.910578382,1.745320325,1.811206518,1.752284441,1.993277644,1.962612722,1.882368098,1.712828395,1.716786935,1.846484228,1.766912064,1.946981441,1.878885527,1.812939734,1.823965836,1.83506625,1.842829408,1.884462445,1.817805546,1.85841939,1.797389814,2.024207752,1.884690104,2.02415438,1.933648697,1.848786405,1.906428139,1.772343749,1.829574555,1.765454737,1.811100008,1.82742825,1.789319621,1.877443968,2.050477769,1.915457708,1.932903928,1.840111427,1.906711963,1.824629111,1.935457161,1.854867004,1.939433565,1.91211212,1.908880351,1.856205931,1.987441491,1.907641994,1.956682097,1.918485475,1.957637015,1.898320917,2.033016154,1.975913217,1.975025111
17-HYDROXYPROGESTERONE,1.007550004,1.310843282,0.04102,0.1781,1.106104651,0.34358498,1.778824167,0.953286029,1.489406613,1.456529194,1.231741131,0.973677147,1.262400231,1.344536288,1.482323787,1.454206006,1.249988829,1.778751649,1.390454258,1.520755452,1.645429553,0.964277037,1.821973184,1.563147457,1.405469707,1.654697882,1.141227698,1.400133528,1.625237488,1.393485085,1.46332504,1.631647126,1.91891624,1.108517728,1.485648295,1.400427666,1.299857327,1.832280589,1.59901672,1.42382879,1.40501211,1.703009549,1.669881344,1.46351875,1.722996051,1.713797622,0.95212602,1.391285122,1.390308583,1.509889602,1.557383961,1.842320007,1.389868207,1.532017751,1.807410871,1.376186376,1.380642035,1.408742408,1.695264987,1.678729012,1.395706939,1.513692838,1.496075604
2-Butyl-1H-benzimidazole,0.91301277,1.287813656,0.0002354,0.009327,1.067809821,1.251406696,1.380146823,1.356570877,1.382899968,1.160052413,1.252691689,1.228690022,1.320893745,1.332459027,1.317432572,1.11405158,1.192575026,1.269424078,1.296846252,1.275742119,1.210406172,1.299311131,1.204744368,1.185101514,1.288656368,1.399917001,1.265877452,1.219512796,1.367740308,1.3631314,1.417690518,1.448789697,1.383144314,1.445944313,1.431292909,1.255378439,1.284525241,1.202150115,1.303450786,1.278414931,1.220833429,1.312212295,1.541711777,1.340843386,1.339298597,1.331860901,1.336090763,1.3982301,1.421951277,1.282703969,1.345303494,1.358161577,1.316505514,1.361246163,1.430024347,1.426558324,1.412358812,1.381478653,1.404809449,1.546772194,1.571435795,1.322001749,1.404270651
16-fluoro-7Z-hexadecenoic acid,1.018313728,1.508607497,0.02762,0.1456,1.100911854,1.286787524,1.777953553,1.91436141,1.923326799,2.192555149,1.340966244,1.745686993,1.447070728,1.758437635,1.647086255,1.49710028,1.497090741,1.769909588,1.242771492,1.437899363,1.77229138,1.381570884,1.591668826,1.458655378,2.038426105,2.000518017,1.28862957,1.193834831,2.037305456,1.507865677,2.02048586,2.100644393,1.948038963,1.898177096,1.223041111,1.743692893,1.696952972,2.043964494,2.024098183,1.526185136,1.798991496,1.315129227,1.815145774,2.112641358,2.0463447,2.218505249,1.779607629,1.898850699,1.707577077,1.552247776,2.026485355,1.824139291,2.005097845,1.404576997,2.029520407,1.991337649,1.94934213,1.814430382,2.09101812,1.639805841,1.987859358,1.614827267,1.135125581
"N-[(3a,5b,7a,12a)-3,7-dihydroxy-24-oxo-12-(sulfooxy)cholan-24-yl]-Glycine",1.185524824,1.499661916,0.01823,0.1188,1.066901408,1.748172648,1.862663071,2.187504336,1.9246325,2.074113717,1.894830001,1.854025672,2.130258273,1.91403602,2.030482338,2.210354324,2.102748086,2.141921065,1.89585804,1.64837609,1.974312902,1.711762198,2.106360459,1.984327174,2.245039716,1.711004984,2.449873751,2.344506688,1.901559827,1.889043767,1.754008499,2.231719468,2.16732259,2.048492698,2.33836267,2.085222351,2.069981678,2.300400753,2.004381466,2.514656436,1.871031563,2.205443726,2.101344079,2.114866884,2.122645563,2.48950106,1.919553958,1.963860193,1.911627353,2.665599845,2.101369604,1.928934349,2.167733859,1.954346109,2.032109694,2.375008058,2.349030245,2.147903901,1.776114898,1.749007004,2.091299272,1.989292402,2.07558424
3-Hydroxydodecanoic acid,0.976905697,1.498117014,0.006469,0.06799,1.114713217,1.075506868,1.404035898,1.375242016,1.417259753,1.125512503,1.339855919,1.081933977,1.518495502,1.28104903,1.353545168,0.958258201,0.93072416,1.137491546,1.056622952,1.224771319,1.154828649,1.107971208,0.958550543,1.090056303,1.385338966,1.171714293,1.067193141,1.18710508,1.206912683,1.378724326,1.298231804,1.440716498,1.351650773,1.326781192,1.535943972,1.035713325,1.064048995,1.17018228,1.108082433,1.183342669,1.266772834,1.320807783,2.130898534,1.491060548,1.344777426,1.325874161,1.360856885,1.104140966,1.473352863,1.229113812,1.39639183,1.34901264,1.278883188,1.338416974,1.516756805,1.030225249,1.464888121,1.421559451,1.459552007,1.295808875,1.458635622,1.377587772,1.254923509
Nicotine glucuronide,1.354208183,1.373206835,0.01079,0.09012,1.162371134,1.218464225,1.042688421,1.650535532,1.24732709,0.736076833,1.123521857,1.272961067,1.05974756,1.301468915,1.259418138,1.053865468,0.89350645,1.61598331,1.232354779,0.783861638,1.180316352,1.002437839,1.371276139,0.826046511,1.492375093,1.360956834,0.487026474,0.807678851,1.573358787,1.475172434,1.205239537,1.131008887,1.108885947,1.506009754,1.417226847,1.415037195,1.774071543,1.556591059,1.317321397,1.647644697,1.195640948,1.714954768,1.743441766,1.261852472,1.345239597,1.391794209,1.056475225,0.967303069,1.548479888,1.347639215,1.316090826,1.474124192,1.965347942,1.325008078,1.060884763,1.300327903,0.813085038,1.180159892,1.01123049,1.341103817,1.211667111,1.33652953,1.526306048
16-bromo-9E-hexadecenoic acid,1.078901805,1.064147136,0.02322,0.1335,1.057959508,2.436249679,2.571025172,2.934862746,2.723659498,2.127056006,2.433180745,2.636231017,2.490547695,2.641967344,2.619018622,2.544217585,2.210647566,2.937720665,2.534059417,2.267905901,2.3930158,2.255257034,2.68939803,2.257900763,2.774823131,2.63961282,1.946010073,2.32636735,2.850222479,2.723808589,2.53580943,2.478519724,2.436244342,2.786922813,2.718783147,2.71371355,3.090888459,2.836866591,2.649207725,2.892296367,2.604764979,2.994652101,2.769256078,2.626142495,2.614429776,2.732231806,2.331060618,2.334154202,2.777515641,2.710492738,2.53092677,2.741554822,3.324592117,2.603812047,2.49631317,2.66984312,2.207258448,2.493019946,2.437363556,2.748721442,2.472688932,2.640926866,2.807960115
15(R)-15-methyl Prostaglandin A2,1.285698849,1.64440169,0.02759,0.1456,1.163307853,0.241302556,2.056955496,0.788630029,1.797239536,1.73904215,1.732418385,1.640274299,0.060903305,1.701556117,1.856593608,1.737485855,1.420918473,1.723668666,1.055779133,1.431175719,1.728106533,1.318902814,1.950857747,1.84072827,1.014088345,1.570166554,1.434014134,1.107204371,1.75600778,1.318581416,1.390787888,2.033989032,1.792269802,1.115248627,1.920558623,1.066207149,1.714329573,1.887181854,1.929055323,1.850677439,1.864679686,1.766817573,1.391646223,1.371316002,2.113916718,2.157635696,1.252099823,1.428304597,1.813342479,1.514940694,1.678285392,1.948645044,1.274595784,1.871367621,1.907350305,1.643769832,1.426532298,1.662871982,1.879300004,1.864881681,1.222899134,1.536915604,1.652283972
Gibberellin A43,1.441746024,1.802521362,0.03595,0.1667,1.384215735,1.129045359,0.144862004,0.414393285,0.00728306,0.910554692,0.006667493,0.00718058,0.817153284,0.759295384,0.797711188,0.007463833,0.272124905,1.690414424,0.915302103,0.007469768,0.926202213,1.085924571,1.873119354,1.24152582,1.351656989,1.340243997,1.116803375,0.187340515,1.259590291,1.345767617,1.402673364,1.320900391,1.516882884,1.160254646,1.110272151,0.758483058,0.820745135,0.832834899,0.007147436,0.429667642,0.594760667,1.219893252,1.352809143,0.925857409,0.676832642,1.782932975,1.329579871,0.006786196,0.380284947,1.74424113,1.339319851,0.773946389,0.6627564,1.687769144,1.723080713,1.046884749,0.816711102,1.555768106,1.370234867,2.079317026,1.713944654,1.434352046,1.647259147
Glutathione episulfonium ion,1.264201993,1.470515657,0.03425,0.1627,1.087563452,2.105233946,1.929928052,2.226786137,1.974214451,2.576731312,1.73666038,1.736097321,2.310026141,2.282724443,2.46238145,1.983205551,1.969028242,2.949610116,2.236213815,1.887469782,2.397389065,2.62222489,3.232708654,2.678172618,2.711011625,2.72134861,2.632734312,2.070441646,2.679463352,2.639934436,2.72128745,2.643610283,2.770319716,2.443988939,2.464284972,2.47648973,2.591920622,2.529726853,2.060375273,2.391376982,2.196500355,2.593323616,2.486031016,2.267702252,2.271948981,3.002412405,2.964796489,1.868346003,2.107084502,2.977472293,2.613508071,2.268559264,2.217090824,2.959465073,2.971753747,2.48249613,2.273210889,2.933712268,2.6104992,3.304326721,2.951074506,2.669301384,2.909104498
"L,L-Cyclo(leucylprolyl)",2.055051497,2.452845284,0.01298,0.09933,1.32535095,0.632245228,1.880095642,0.66955943,1.832336758,1.644598453,1.37100715,2.31147354,0.618708078,0.621987569,1.031475548,1.088202703,1.163694856,0.698162752,0.611541607,1.748074272,0.656593189,1.635582245,0.661365417,0.65135086,2.239125081,0.628878573,1.627212748,2.18058088,0.650405533,1.746848005,0.896742705,2.252400082,1.625088586,1.608944088,1.760808756,0.610798495,0.644927477,0.640643893,1.334964964,0.663109524,2.093697062,2.044117751,2.460210017,1.271957533,1.676826332,0.928566584,2.151949572,1.188299429,1.82416355,2.075190357,2.507088615,1.448321206,2.049858935,1.651979003,1.370467491,1.68919398,2.151949169,1.941752494,2.524596448,1.541388846,1.563803398,1.445686061,0.628473495
Fumonisin FP3,0.716002871,0.919432916,0.002688,0.04283,0.982190561,3.340156284,3.320934343,3.369971824,3.41554933,3.386342388,3.379190697,3.396283907,3.291948476,3.389580748,3.330238012,3.444117205,3.421598346,3.282346973,3.395605757,3.357612446,3.359242372,3.340787381,3.368134065,3.422185165,3.3522894,3.388917198,3.360077473,3.468298027,3.363663489,3.35584455,3.287254237,3.276279399,3.352614221,3.317633198,3.385653015,3.357132031,3.275958437,3.401489811,3.358295505,3.452786523,3.422284869,3.298184519,3.059905908,3.356964342,3.358339615,3.289934844,3.337256332,3.250401577,3.323197852,3.240837501,3.151347413,3.100411144,3.251865567,3.296428999,3.30167834,3.318465984,3.359516791,3.290447553,3.304347037,3.270449054,3.331404042,3.351026496,3.45943585
"3,8-Dihydroxy-1-methylanthraquinone-2-carboxylic acid",1.100350177,1.669552107,0.04761,0.1924,1.107675906,0.987567845,2.049096632,1.720866216,1.889191852,1.321682779,1.881614194,1.900244815,2.490535175,1.609411649,1.92067017,1.881654136,2.210667282,1.849254224,1.362071539,2.381112092,2.61251588,2.600235128,1.422300322,1.451386999,2.491971379,2.081105439,1.790490682,1.876980309,2.039847116,1.942522153,1.000524781,1.480125025,1.733657647,2.365735085,2.411283246,2.023067465,1.817004088,2.283811704,2.106744414,1.883187658,2.175512796,2.220879014,2.229049103,2.746862239,1.936751281,2.152880715,2.229977317,2.033111144,1.869751426,1.938201003,1.61292769,2.253290859,2.131138079,1.769131883,1.593234166,1.958768499,1.745756281,2.371837682,1.576897494,2.412052194,2.319866083,2.529153856,2.583632389
Prostaglandin E2 ethanolamide,0.839210964,1.083325349,0.04758,0.1924,0.979450295,4.073195351,3.683614759,3.790259514,3.81340064,4.006339284,3.884470867,3.978837958,3.591341816,3.763717398,3.747829248,4.048676184,3.96542127,4.236514839,4.000254933,3.996919818,3.935767779,3.963863345,3.917320231,3.902348502,3.820790833,3.848942004,4.009027758,3.852703482,3.804157112,3.775830378,3.815438094,3.513116793,3.722241492,3.785552489,3.748654008,3.997783021,3.901301929,3.888910734,3.899398488,3.888147607,3.814986288,3.834345234,4.481461389,3.788507583,3.856845638,3.707780612,3.868944035,3.926118893,3.81687668,3.661349175,3.751274711,3.719814044,3.852655769,3.914697746,3.709156616,3.909362256,3.686393584,3.682348029,3.703593374,3.698067547,3.720560898,3.670192729,3.888702907
N6-Acetyl-L-lysine,1.460414667,2.181478921,0.01364,0.1025,1.144624573,2.15990677,1.010857965,1.672410922,2.095834762,2.574094867,0.531034483,1.714984068,2.732899273,2.019247692,2.450189638,1.74746388,2.624499869,2.584088616,2.658848428,2.321737848,3.140154095,3.140702156,2.938784147,2.737295471,2.943373699,2.530515156,2.49765339,2.248320864,2.440984281,2.670602682,2.754870447,2.621912429,2.730979712,2.841948872,2.500043141,2.254504297,2.443506604,3.13523866,2.549399593,2.381846376,2.829856927,2.925623621,3.221733199,3.028177567,2.996929269,2.696644354,2.836260258,2.165903131,1.775746181,2.619535314,2.8247072,1.911568137,1.779867553,2.760366623,2.874544045,2.450088975,2.454271421,3.131012357,2.812154452,3.163040259,3.22307282,2.898629976,3.002886897
Succinylproline,1.670227644,1.434421001,0.002783,0.04375,1.134907251,1.105550814,1.230670946,1.331080847,1.303636238,1.140545508,1.071284906,1.253639623,1.074932025,1.273548722,1.028127146,1.409315224,1.103963269,1.426172708,1.238884659,1.260590786,1.23611957,0.923525701,1.128953964,0.953727128,1.293463158,1.325014452,0.955951066,0.966886331,1.54825633,1.242696966,1.018481421,1.095757104,1.247492974,1.288223352,1.420078868,1.212892297,1.687895661,1.635475961,1.240611548,1.534479098,1.122001699,1.632061656,0.794779663,1.286917534,1.260707956,1.196406486,1.308809424,1.228552269,1.49357199,1.592296683,1.284973848,1.579617003,1.757748136,1.078510191,1.160689068,1.431693443,1.13953115,1.525300909,1.179402141,1.460502556,1.188568258,1.498377188,1.520885933
L-Proline,0.954764587,1.063743896,0.03892,0.1731,1.032071097,2.564327992,2.594839073,2.606465897,2.706968865,2.686360339,2.512075812,2.509291633,2.457116697,2.668539973,2.650187882,2.636311648,2.546397717,2.540259796,2.500632174,2.978975814,2.495556645,2.642767305,2.334101469,2.515228692,2.609721587,2.562171903,2.43075222,2.672680421,2.43604962,2.700754875,2.738756481,2.774139179,2.705225524,2.842642166,2.651599561,2.369653486,2.473790043,2.476635261,2.714522792,2.726846893,2.768681812,2.739873775,2.747578551,2.673751673,2.849203828,2.540155562,2.744895284,2.819809458,2.722784538,2.502106775,2.662995268,2.612344066,2.517726589,2.809689867,2.793166532,2.504211276,2.963229026,3.025763519,2.542849179,2.400046198,2.645098032,2.786383151,2.37571847
Choline,0.602189564,0.75732615,0.04152,0.1786,0.978340675,2.832748246,2.694972647,2.534672275,2.721140484,2.632296606,2.709181336,2.838313456,2.624342598,2.707309344,2.771507654,2.753075384,2.844452444,2.758412649,2.847106687,2.64383032,2.76586911,2.780320235,2.584704957,2.556469271,2.822079502,2.608384086,2.710302349,2.803925851,2.594991357,2.853685941,2.828349696,2.904815172,2.86837215,2.795118588,2.617304454,2.473095404,2.621271646,2.562141352,2.578647822,2.602965944,2.659865869,2.718957342,2.441632405,2.742487447,2.615745525,2.66551435,2.72171468,2.530658314,2.670168075,2.59471937,2.737919845,2.534153581,2.757246925,2.726299553,2.728491089,2.697671004,2.894764443,2.614872715,2.770864481,2.660009969,2.583558553,2.542512081,2.645720782
Threoninyl-Gamma-glutamate,0.408122379,0.551478627,0.04521,0.1871,1.017643352,1.5908255,1.640893363,1.637315484,1.628886509,1.512232062,1.619167041,1.516219855,1.625139394,1.618907859,1.632469292,1.523061234,1.543128501,1.592452001,1.575750054,1.631897029,1.586086537,1.583303446,1.580916609,1.551326991,1.58313586,1.581217789,1.486917758,1.620438962,1.562633595,1.607977102,1.62153293,1.696185635,1.614236606,1.58777556,1.543843977,1.485414822,1.552795241,1.579427726,1.577638758,1.539246108,1.572145069,1.609209857,1.710038014,1.599737271,1.587234479,1.572585607,1.596291405,1.529330263,1.586858021,1.585659455,1.629922664,1.621754397,1.614770685,1.638578362,1.628019468,1.619329999,1.650927433,1.649421185,1.712299032,1.719721915,1.71440672,1.71194637,1.648007038
