micro,clinic,cor_value,p_value
Dorea_longicatena,CP120,-0.09345558899811705,0.4973574952047688
Dorea_longicatena,HOMA.IR,-0.09419383822295055,0.49395097573677205
Dorea_longicatena,AUC.Ins.,0.0009092349457196945,0.994743427892654
Dorea_longicatena,ALT,-0.10814630443753016,0.4319133652616375
Dorea_longicatena,rGT,-0.21567841340441676,0.11377504012560806
Dorea_longicatena,UA,-0.19982317694362406,0.1435529074302479
Dorea_longicatena,TG,-0.018284987254178292,0.8945877023317854
Dorea_longicatena,HDL,0.011366929678567573,0.9343558612450066
Dorea_longicatena,FFA,-0.050279046072659546,0.715450714247642
Dorea_longicatena,IL6,0.06274595445362188,0.6490393826592578
Dorea_longicatena,IL8,0.18122340672986761,0.18546548159193002
Dorea_longicatena,SOD,-0.18972858311303625,0.16532457305502812
Dorea_longicatena,E2,0.23548244948982772,0.08350484350451683
Dorea_longicatena,T,-0.15771605690421991,0.2501427561767106
Dorea_longicatena,FSH,-0.147432051197877,0.28275335793852413
Dorea_longicatena,LH,-0.12216109641812038,0.3742740290107057
Dorea_longicatena,LH.FSH,-0.18439944697362284,0.17774781421509275
Dorea_longicatena,PRL,-0.1284155839362499,0.3501196429816785
Dorea_longicatena,FT,-0.04349574172692424,0.7525238729433157
Dorea_longicatena,AD,0.11631434080563838,0.39773531255735295
Dorea_longicatena,DHEAS,0.06866423503202199,0.6183996043018911
Dorea_longicatena,SHBG,0.07099059078714244,0.6065262900972868
Dorea_longicatena,VAT.Mass,-0.11234820568472059,0.41412895420600937
Dorea_longicatena,VAT.Volume,-0.11234820568472059,0.41412895420600937
Adlercreutzia_equolifaciens,BMI,0.12685846055668973,0.3560413816782947
Adlercreutzia_equolifaciens,WC,-0.009413490350648519,0.9456182458215898
Adlercreutzia_equolifaciens,WHR,-0.29056230174826897,0.03139423404180028
Adlercreutzia_equolifaciens,Menstrual.cycles,-0.02083418787299854,0.8799931755181689
Adlercreutzia_equolifaciens,Acne,-0.08617410029131714,0.5315966460204868
Adlercreutzia_equolifaciens,Hair.loss,-0.24498065654245874,0.07143947242171575
Adlercreutzia_equolifaciens,FG.score,0.1334264952643539,0.3314783254529805
Adlercreutzia_equolifaciens,BG0,-0.0023303439319576702,0.9865280787608215
Adlercreutzia_equolifaciens,BG120,-0.13674209032391144,0.31949331209270765
Adlercreutzia_equolifaciens,INS0,-0.2020518291476,0.13904830580379265
Adlercreutzia_equolifaciens,INS120,-0.21605631590505375,0.11312798592725108
Adlercreutzia_equolifaciens,CP0,0.05327730804725726,0.6992638953352166
Adlercreutzia_equolifaciens,CP120,-0.0015890306060701285,0.990813448796403
Adlercreutzia_equolifaciens,HOMA.IR,-0.13985076303173924,0.30850976927324875
Adlercreutzia_equolifaciens,AUC.Ins.,-0.08792468915331748,0.5232603293804361
Adlercreutzia_equolifaciens,ALT,-0.02034760614614569,0.8827760186007781
Adlercreutzia_equolifaciens,rGT,-0.02548973795985209,0.8534447807301644
Adlercreutzia_equolifaciens,UA,-0.08163768932791314,0.5534988072544647
Adlercreutzia_equolifaciens,TG,-0.17563252789167996,0.199630573329897
Adlercreutzia_equolifaciens,HDL,0.06967698060815966,0.6132185848446922
Adlercreutzia_equolifaciens,FFA,0.008050027111747432,0.9534855671742041
Adlercreutzia_equolifaciens,IL6,-0.08211961718969372,0.551151787810149
Adlercreutzia_equolifaciens,IL8,0.12904382572016188,0.3477477270285896
Adlercreutzia_equolifaciens,SOD,-0.14962427944224546,0.2755775601913003
Adlercreutzia_equolifaciens,E2,0.3211571756299521,0.016813095426309623
Adlercreutzia_equolifaciens,T,-0.024534286009043636,0.8588811281575852
Adlercreutzia_equolifaciens,FSH,0.09439073493001829,0.49304448409557877
Adlercreutzia_equolifaciens,LH,-0.0027300885558902864,0.9842173916381989
Adlercreutzia_equolifaciens,LH.FSH,-0.07586141427834064,0.5819934748521998
Adlercreutzia_equolifaciens,PRL,-0.0032533998727545367,0.9811926358968579
Adlercreutzia_equolifaciens,FT,-0.14140307276334807,0.3031170891403148
Adlercreutzia_equolifaciens,AD,0.03573580248719204,0.7956204142339951
Adlercreutzia_equolifaciens,DHEAS,-0.015859139384025923,0.9085083541335228
Adlercreutzia_equolifaciens,SHBG,-0.058899204003251625,0.6692727192256607
Adlercreutzia_equolifaciens,VAT.Mass,-0.06277810437377997,0.6488713088590496
Adlercreutzia_equolifaciens,VAT.Volume,-0.06277810437377997,0.6488713088590496
Enterococcus_faecalis,BMI,-0.11602017112781159,0.3989380234517117
Enterococcus_faecalis,WC,-0.042023847864830516,0.7606453881658234
Enterococcus_faecalis,WHR,-0.10811507557310106,0.4320471285446451
Enterococcus_faecalis,Menstrual.cycles,-0.03056120835411588,0.8247079429710698
Enterococcus_faecalis,Acne,0.04575443820890848,0.7401128543296704
Enterococcus_faecalis,Hair.loss,-0.1315440098506119,0.33840701361602477
Enterococcus_faecalis,FG.score,0.12584068491636669,0.3599449264515414
Enterococcus_faecalis,BG0,0.03356187680857657,0.8078093767120575
Enterococcus_faecalis,BG120,0.26397368494979545,0.051485527067830786
Enterococcus_faecalis,INS0,0.14556746840692886,0.2889526297275082
Enterococcus_faecalis,INS120,0.07042535686760627,0.6094020350550771
Enterococcus_faecalis,CP0,0.06262178528286709,0.6496886789220542
Enterococcus_faecalis,CP120,0.01444967133679835,0.9166093677275796
Enterococcus_faecalis,HOMA.IR,0.07294112874761773,0.5966481206469361
Enterococcus_faecalis,AUC.Ins.,-0.007333162214550865,0.9576237646021305
Enterococcus_faecalis,ALT,-0.013221857248330086,0.9236732038383758
Enterococcus_faecalis,rGT,0.08483239734435968,0.5380297989257613
Enterococcus_faecalis,UA,-0.0445651409302646,0.7466398048130671
Enterococcus_faecalis,TG,-0.09795851380090347,0.47676989405888137
Enterococcus_faecalis,HDL,0.13868714732101503,0.31259229775498376
Enterococcus_faecalis,FFA,0.0853978378748408,0.53531402214854
Enterococcus_faecalis,IL6,0.1373149134698432,0.31745096718149185
Enterococcus_faecalis,IL8,0.12106370243919225,0.37861294550683455
Enterococcus_faecalis,SOD,-0.018593845134476275,0.8928175034921694
Enterococcus_faecalis,E2,-0.016821158935508673,0.9029843331431693
Enterococcus_faecalis,T,0.1999865526221229,0.1432190413416942
Enterococcus_faecalis,FSH,0.06927859802027231,0.6152544166186872
Enterococcus_faecalis,LH,0.0620235206937952,0.6528206964832279
Enterococcus_faecalis,LH.FSH,0.08079941614265318,0.5575925467288565
Enterococcus_faecalis,PRL,0.16599272579128949,0.2258251500814736
Enterococcus_faecalis,FT,0.2392760528001005,0.07850679503488611
Enterococcus_faecalis,AD,0.006947642562127277,0.9598496935207198
Enterococcus_faecalis,DHEAS,0.16521193819073787,0.22804647283090318
Enterococcus_faecalis,SHBG,0.0028398828121979176,0.9835827577288776
Enterococcus_faecalis,VAT.Mass,-0.07432261668499783,0.58969515856907
Enterococcus_faecalis,VAT.Volume,-0.07432261668499783,0.58969515856907
Atopobium_rimae,BMI,0.26338541393345194,0.05202697329590184
Atopobium_rimae,WC,0.2731181632036848,0.043642204700775504
Atopobium_rimae,WHR,0.012252204492433192,0.9292559534372419
Atopobium_rimae,Menstrual.cycles,0.17292570895217568,0.20675762554636903
Atopobium_rimae,Acne,-0.06984077713911259,0.6123823836419444
Atopobium_rimae,Hair.loss,-0.13968155427822518,0.3091012976237162
Atopobium_rimae,FG.score,0.09196032659392786,0.5042941737634657
Atopobium_rimae,BG0,0.08593374221478323,0.5327463162131836
Atopobium_rimae,BG120,-0.24869841096858117,0.06711293075739812
Atopobium_rimae,INS0,-0.044031487031150555,0.7495743155152608
Atopobium_rimae,INS120,-0.30393805518617906,0.024073569038333135
Atopobium_rimae,CP0,-0.056982958244889706,0.6794407389588276
Atopobium_rimae,CP120,-0.2405648441331892,0.07686369644822301
Atopobium_rimae,HOMA.IR,-0.0446305548819145,0.7462803443234708
Atopobium_rimae,AUC.Ins.,-0.25738841137382434,0.057814874488680314
Atopobium_rimae,ALT,-0.14518196611492692,0.2902453406545363
Atopobium_rimae,rGT,-0.09316976955202674,0.4986796138591302
Atopobium_rimae,UA,-0.03544484783686723,0.7972490281230099
Atopobium_rimae,TG,-0.15328364719851703,0.2638704900796986
Atopobium_rimae,HDL,0.29204057321502014,0.03050346356597705
Atopobium_rimae,FFA,-0.04501194180620183,0.7441856300736791
Atopobium_rimae,IL6,-0.3181228378252808,0.01793663907852558
Atopobium_rimae,IL8,-0.2859483044375988,0.034315009490044145
Atopobium_rimae,SOD,-0.22468329314907773,0.09910988423884855
Atopobium_rimae,E2,0.025264340548029195,0.8547266514334566
Atopobium_rimae,T,-0.3745619341677455,0.004841733003576303
Atopobium_rimae,FSH,-0.2484531986859796,0.06739168674011695
Atopobium_rimae,LH,-0.17315872336381524,0.20613713467736608
Atopobium_rimae,LH.FSH,-0.11476912019065086,0.4040766386021172
Atopobium_rimae,PRL,0.1742854994049966,0.20315519442266197
Atopobium_rimae,FT,-0.23010542557561478,0.09101392250158388
Atopobium_rimae,AD,-0.2752032020254868,0.04199856654005759
Atopobium_rimae,DHEAS,-0.1570178398253666,0.25227243477629774
Atopobium_rimae,SHBG,0.19820915147449125,0.1468824658528992
Atopobium_rimae,VAT.Mass,0.10257978360273154,0.4561220192764841
Atopobium_rimae,VAT.Volume,0.10257978360273154,0.4561220192764841
Atopobium_parvulum,BMI,0.21693073857386164,0.11164157810005451
Atopobium_parvulum,WC,-0.008008827537408815,0.9537233652143088
Atopobium_parvulum,WHR,-0.2247442133475838,0.09901592141064569
Atopobium_parvulum,Menstrual.cycles,0.1876093282992218,0.17018664160674227
Atopobium_parvulum,Acne,-0.0600527001491924,0.6631801511480686
Atopobium_parvulum,Hair.loss,-0.05719304776113561,0.6783231484760064
Atopobium_parvulum,FG.score,-0.18405331829854205,0.17857743403206372
Atopobium_parvulum,BG0,0.21774620881048265,0.1102689129780867
Atopobium_parvulum,BG120,-0.2363077312612944,0.08239677835537128
Atopobium_parvulum,INS0,-0.02725174107340095,0.8434371933215894
Atopobium_parvulum,INS120,-0.3004995112320211,0.025802324796677028
Atopobium_parvulum,CP0,0.019794242474469485,0.8859425058951733
Atopobium_parvulum,CP120,-0.20589656291126374,0.13152701873882872
Atopobium_parvulum,HOMA.IR,0.02365415149275396,0.8638946966227858
Atopobium_parvulum,AUC.Ins.,-0.290791568310338,0.031254680116573924
Atopobium_parvulum,ALT,-0.2498661186112992,0.06579810989951426
Atopobium_parvulum,rGT,-0.29152648820580385,0.03081081656866009
Atopobium_parvulum,UA,-0.17754104580492894,0.19471138252497336
Atopobium_parvulum,TG,-0.2921214633318953,0.030455335956334196
Atopobium_parvulum,HDL,0.04210547190803441,0.760194327799164
Atopobium_parvulum,FFA,0.2626735663629927,0.05268833601488774
Atopobium_parvulum,IL6,-0.29564547505383826,0.028419293583777695
Atopobium_parvulum,IL8,-0.31212181571518377,0.020347575497476855
Atopobium_parvulum,SOD,-0.18784432047104657,0.16964244072262194
Atopobium_parvulum,E2,0.13056637537374782,0.34204066860779037
Atopobium_parvulum,T,-0.40469613448970754,0.002179309149015027
Atopobium_parvulum,FSH,0.13288894711161325,0.3334476772929066
Atopobium_parvulum,LH,0.14981896115375765,0.2749461995573737
Atopobium_parvulum,LH.FSH,-0.024968639175485807,0.8564089163758466
Atopobium_parvulum,PRL,-0.155286419900144,0.25760640677998703
Atopobium_parvulum,FT,-0.2562106990398635,0.059010396628598846
Atopobium_parvulum,AD,-0.18367508373505373,0.17948720261166967
Atopobium_parvulum,DHEAS,-0.0284014294242564,0.8369204593497694
Atopobium_parvulum,SHBG,0.028124000753056797,0.8384920201554895
Atopobium_parvulum,VAT.Mass,0.15973002461152347,0.24406828688285445
Atopobium_parvulum,VAT.Volume,0.15973002461152347,0.24406828688285445
Eubacterium_brachy,BMI,0.2599959559767022,0.055237425160277645
Eubacterium_brachy,WC,0.21881631248802502,0.10848732101427454
Eubacterium_brachy,WHR,0.1629858898045731,0.23446237240371523
Eubacterium_brachy,Menstrual.cycles,-0.06307661739963864,0.6473115685476907
Eubacterium_brachy,Acne,-0.042731545861416746,0.7567372415064041
Eubacterium_brachy,Hair.loss,-0.014243848620472245,0.9177930717681668
Eubacterium_brachy,FG.score,0.0229134740874554,0.8681180035501433
Eubacterium_brachy,BG0,0.022300670643110535,0.871614950263321
Eubacterium_brachy,BG120,-0.25821321355607596,0.05698930079761778
Eubacterium_brachy,INS0,-0.02699123656043178,0.8449152654186071
Eubacterium_brachy,INS120,-0.2325698127864249,0.08750943313794556
Eubacterium_brachy,CP0,0.10904223162229099,0.42808575891557277
Eubacterium_brachy,CP120,-0.07365503078200955,0.5930505575405959
Eubacterium_brachy,HOMA.IR,-0.03701495304241786,0.7884707331842628
Eubacterium_brachy,AUC.Ins.,-0.1379317862041903,0.31526088698764404
Eubacterium_brachy,ALT,-0.0013160339993879364,0.992391653645351
Eubacterium_brachy,rGT,0.09780155193859064,0.4774798196506389
Eubacterium_brachy,UA,0.17174714218017484,0.20991619184645935
Eubacterium_brachy,TG,0.07490869242959011,0.586756470346929
Eubacterium_brachy,HDL,-0.09914939541109671,0.4714019711849974
Eubacterium_brachy,FFA,0.10801254642785478,0.43248645775328864
Eubacterium_brachy,IL6,-0.18466730317949248,0.17710771780614798
Eubacterium_brachy,IL8,-0.36249581004152226,0.00653267377844375
Eubacterium_brachy,SOD,-0.12835918772447236,0.3503330524041013
Eubacterium_brachy,E2,-0.0006720779881533318,0.9961144941859548
Eubacterium_brachy,T,-0.15907568032429517,0.2460307614473019
Eubacterium_brachy,FSH,-0.20654068861314145,0.1302974933899406
Eubacterium_brachy,LH,0.1284252195653905,0.35008318872370914
Eubacterium_brachy,LH.FSH,0.20232223921792186,0.13850902208920596
Eubacterium_brachy,PRL,0.09091495409729376,0.5091730360880475
Eubacterium_brachy,FT,-0.1233718629795427,0.36952167947111814
Eubacterium_brachy,AD,-0.18895524180654386,0.1670868921496135
Eubacterium_brachy,DHEAS,-0.10670871034285319,0.43809515955423617
Eubacterium_brachy,SHBG,-0.01885099625252167,0.8913440538480734
Eubacterium_brachy,VAT.Mass,0.20857629240918502,0.12646880397757304
Eubacterium_brachy,VAT.Volume,0.20857629240918502,0.12646880397757304
Collinsella_aerofaciens,BMI,0.10426027787539167,0.44873655685552805
Collinsella_aerofaciens,WC,0.13843904297267431,0.3134672183183766
Collinsella_aerofaciens,WHR,0.028993919133332817,0.8335662835794926
Collinsella_aerofaciens,Menstrual.cycles,0.03375080848189927,0.8067482126226811
Collinsella_aerofaciens,Acne,0.048193678909979124,0.7267832973139905
Collinsella_aerofaciens,Hair.loss,-0.22719877200418728,0.09528716150892183
Collinsella_aerofaciens,FG.score,0.16525315310313754,0.22792884072594446
Collinsella_aerofaciens,BG0,-0.038953197714397134,0.7776701998226111
Collinsella_aerofaciens,BG120,-0.07613855847013815,0.5806112347225991
Collinsella_aerofaciens,INS0,-0.08470172593026283,0.5386583600034922
Collinsella_aerofaciens,INS120,-0.00916702795535625,0.9470399992948603
Collinsella_aerofaciens,CP0,-0.03592252293297565,0.7945757045903998
Collinsella_aerofaciens,CP120,0.08861515986534224,0.5199903221616822
Collinsella_aerofaciens,HOMA.IR,-0.0293045596316035,0.8318088708043143
Collinsella_aerofaciens,AUC.Ins.,0.06517128086766955,0.6364094818241992
Collinsella_aerofaciens,ALT,0.13032572885642857,0.34293880363608586
Collinsella_aerofaciens,rGT,0.017982699750413528,0.8963207374800032
Collinsella_aerofaciens,UA,-0.27814069098616767,0.039769591907837305
Collinsella_aerofaciens,TG,-0.22353366182473874,0.10089605697544914
Collinsella_aerofaciens,HDL,0.08025270758122743,0.5602701075107474
Collinsella_aerofaciens,FFA,-0.012258066840002229,0.9292221906932926
Collinsella_aerofaciens,IL6,0.016522126976931607,0.90470093099669
Collinsella_aerofaciens,IL8,0.22518461084316038,0.09833870858666935
Collinsella_aerofaciens,SOD,-0.02965745548950467,0.829813394209106
Collinsella_aerofaciens,E2,0.195415993075914,0.15277945134741092
Collinsella_aerofaciens,T,-0.13273409896696983,0.3340163338506532
Collinsella_aerofaciens,FSH,-0.009819849098424491,0.9432744768588972
Collinsella_aerofaciens,LH,0.04017397948644254,0.770888820127192
Collinsella_aerofaciens,LH.FSH,-0.03141077727390394,0.8199151414570109
Collinsella_aerofaciens,PRL,-0.051913357400722025,0.7066115579179302
Collinsella_aerofaciens,FT,-0.08549891655348425,0.5348292554615737
Collinsella_aerofaciens,AD,-0.027713013875203817,0.8408213020424757
Collinsella_aerofaciens,DHEAS,-0.09443322589632476,0.492848973817262
Collinsella_aerofaciens,SHBG,0.0876707362265843,0.5244656007698406
Collinsella_aerofaciens,VAT.Mass,-0.05373938799194599,0.6967808015523891
Collinsella_aerofaciens,VAT.Volume,-0.05373938799194599,0.6967808015523891
Actinomyces_naeslundii,BMI,0.3026187440073772,0.024724963199774186
Actinomyces_naeslundii,WC,0.3589095600083375,0.007125793800361485
Actinomyces_naeslundii,WHR,0.08347482918188887,0.5445774158959531
Actinomyces_naeslundii,Menstrual.cycles,0.15483142958894647,0.2590206076778355
Actinomyces_naeslundii,Acne,-0.04304011887479003,0.7550350810812201
Actinomyces_naeslundii,Hair.loss,-0.1848193339917454,0.1767451523859765
Actinomyces_naeslundii,FG.score,0.05310109195566825,0.7002116586656371
Actinomyces_naeslundii,BG0,-0.05551360102529744,0.687276143436502
Actinomyces_naeslundii,BG120,0.012744764189186934,0.9264196146614214
Actinomyces_naeslundii,INS0,-0.09097438540933825,0.5088950215830468
Actinomyces_naeslundii,INS120,-0.0784358885882616,0.5692113721952741
Actinomyces_naeslundii,CP0,-0.07734758015576017,0.5745988528764032
Actinomyces_naeslundii,CP120,-0.08265573361125193,0.5485464655921418
Actinomyces_naeslundii,HOMA.IR,-0.02814831093409284,0.8383542842340759
Actinomyces_naeslundii,AUC.Ins.,-0.005209918456027829,0.9698865652692258
Actinomyces_naeslundii,ALT,0.07688448390316666,0.5768984156706429
Actinomyces_naeslundii,rGT,0.12359981457552846,0.3686310461343679
Actinomyces_naeslundii,UA,-0.181749702141632,0.18417023738613045
Actinomyces_naeslundii,TG,-0.18022297641556348,0.18794561634669765
Actinomyces_naeslundii,HDL,0.1956285990062583,0.15232453334504575
Actinomyces_naeslundii,FFA,-0.24034208109525454,0.07714573717119144
Actinomyces_naeslundii,IL6,-0.12346500485033748,0.3691576065011576
Actinomyces_naeslundii,IL8,0.03405770426835104,0.8050252218667378
Actinomyces_naeslundii,SOD,-0.10214621802230837,0.45803817719445494
Actinomyces_naeslundii,E2,0.16708254729114103,0.22274978652432548
Actinomyces_naeslundii,T,-0.1054534062959575,0.44353326667312176
Actinomyces_naeslundii,FSH,-0.1612241773082528,0.2396272153248872
Actinomyces_naeslundii,LH,-0.20885695276851154,0.12594766635344726
Actinomyces_naeslundii,LH.FSH,-0.08750709029408085,0.5252430026030663
Actinomyces_naeslundii,PRL,0.11151467370063584,0.4176229829053206
Actinomyces_naeslundii,FT,0.020731507370778234,0.8805803039657677
Actinomyces_naeslundii,AD,0.11686981704130314,0.395470049423822
Actinomyces_naeslundii,DHEAS,0.13611093267234364,0.32175328982453194
Actinomyces_naeslundii,SHBG,0.22948786196383797,0.09190907908953165
Actinomyces_naeslundii,VAT.Mass,-0.008928982314908736,0.9484133551131826
Actinomyces_naeslundii,VAT.Volume,-0.008928982314908736,0.9484133551131826
